가게,맛,양,날짜,주문,사용자id,리뷰
후라이드참잘하는집-서강대점,5,5,2일 전," ★ 5 배달 ★ 5
핫간장치킨（무＋소스＋콜라）/1",st,주문해놓고 샤워하고 나왔는데 바로 왔음 배달은 항상 빨라서 좋고 맛은 말할거 없이 맛있어서 매우 잘 먹었습니다.
후라이드참잘하는집-서강대점,5,5,3일 전," ★ 5 배달 ★ 5
순살 후라이드/1",yh,맛있어요 너무 맛ㅇㅅ어옿
후라이드참잘하는집-서강대점,5,5,4일 전," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드),추가 선택(",id,너무 맛있게 잘 먹렀어요. 머스터드 소스 넉넉히 주셔수 모자라지 않게 잘 먹었습니다.
후라이드참잘하는집-서강대점,5,5,5일 전," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",rl,굳굳굳 잘 먹었습니당
후라이드참잘하는집-서강대점,5,5,5일 전," ★ 5 배달 ★ 5
핫토스치킨（뼈）（무＋소스＋콜라）/1",st,시즈닝 팍팍~넘 맛있었요 간만에 치킨 먹은건데 기분좋게 먹었어요
후라이드참잘하는집-서강대점,5,5,6일 전," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",ye,맛있게 먹었어요!!
후라이드참잘하는집-서강대점,5,5,6일 전," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,일주일 전," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",se,11시 넘어서 주문했는데도 15분만에 왔어요 맛있게 잘 먹었습니다
후라이드참잘하는집-서강대점,5,5,일주일 전," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023년 2월 13일," ★ 5 배달 ★ 5
순살반반치킨（후라이드반＋",lo,말해 모해요… 후참잘임
후라이드참잘하는집-서강대점,5,5,2023년 2월 13일," ★ 5 배달 ★ 5
눈꽃치즈치킨（무＋소스＋콜라）/1",ad,잘먹었습니다. 지난번보다 더 맛있어요😊
후라이드참잘하는집-서강대점,5,5,2023년 2월 12일," ★ 5 배달 ★ 5
순살반반치킨 （",es,맛있어오 아주 근디 치킨 한 조각이 너뮤 커서 먹기가 힘들어요
후라이드참잘하는집-서강대점,5,5,2023년 2월 12일," ★ 5 배달 ★ 5
반마리（뼈）/1(반마리 메뉴 선택(후라이드))",cu,반마리는 양이 좀 적긴 해요 근데 맛있음 ㅋㅋ
후라이드참잘하는집-서강대점,5,5,2023년 2월 12일," ★ 5 배달 ★ 5
순살 ",tj,소스 넉넉한거 보세요.. 진짜 존맛ㅠㅠ 어제 밤부터 먹고싶어서 벼르다가 일어나자마자 시켰어여 최고
후라이드참잘하는집-서강대점,5,5,2023년 2월 12일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",ch,저는 후기를 자주 하지 않는 편인데 그래서도 해야지 이렇게 생각하는 만큼 맛있고 무엇보다 양이 많아서 정말 대단해요!!! 다시 꼭 주문할게요!!!
후라이드참잘하는집-서강대점,5,4,2023년 2월 11일," ★ 4 배달 ★ 5
반반치킨（후라이드반＋",ja,오랜만에 주문했는데 맛나게 먹었어요. 소스맛이 짱이네요^^
후라이드참잘하는집-서강대점,5,5,2023년 2월 11일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",sl,항상 잘먹고있습니다 번창하세요
후라이드참잘하는집-서강대점,5,5,2023년 2월 10일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드),추가 선택(매운",hs,맛있게 잘 먹었습니다
후라이드참잘하는집-서강대점,5,5,2023년 2월 10일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",yu,정말 정말 자주 시켜먹는데 이번에는 뭔가 평소보단 조금 딱딱하고 퍽퍽 ..? 했던 거ㅠ같아서 아쉽습니다 ㅜㅜ 그래도 계속 시켜먹을거에요 서강대점이 제일 맛있어요
후라이드참잘하는집-서강대점,5,5,2023년 2월 10일," ★ 5 배달 ★ 5
순살반반치킨 （간장반＋핫토스반） （무＋소스＋콜라）/1",fo,핫토스 생각보다 안 매웠어요! 잘 먹었습니다
후라이드참잘하는집-서강대점,5,5,2023년 2월 9일," ★ 5 배달 ★ 5
반마리（뼈）/1(반마리 메뉴 선택(후라이드)),감자튀김/1",me,맛있어요 ~~~~~
후라이드참잘하는집-서강대점,5,5,2023년 2월 9일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1(추가 선택(갈릭디핑소스))",sh,너무 맛있게 먹었어요!!
후라이드참잘하는집-서강대점,5,5,2023년 2월 7일," ★ 5 배달 ★ 5
눈꽃치즈치킨（무＋소스＋콜라）/1",ko,마싯서요 우으으음 냠냠냠
후라이드참잘하는집-서강대점,5,5,2023년 2월 7일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",rl,굳굳굳 역시 항상 맛나여
후라이드참잘하는집-서강대점,5,5,2023년 2월 6일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(핫간장치킨))",sw,반마리가 맞나요?한마리같은데요 사장님.. 양념인데도 바삭해서 너무 맛있게 잘 먹었습니다 양이 많아서 반 먹고 남겼어요~~
후라이드참잘하는집-서강대점,5,5,2023년 2월 5일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",ke,너무 좋아요~~맛있다!!!
후라이드참잘하는집-서강대점,5,5,2023년 2월 4일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1(추가 선택(",cu,오랜만에 시켰는데 역시 맛있어요!! 살도 많고
후라이드참잘하는집-서강대점,5,5,2023년 2월 3일," ★ 5 배달 ★ 5
눈꽃치즈치킨（무＋소스＋콜라）/1",ad,밤에 갑자기 치킨이 땡겨서 오랜만에 후참에서 한마리 했습니다. 예전엔 가루도 잔뜩 뿌려주시고 했는데 조금 아쉬웠습니다. 구래도 남김없이 싹싹 잘 먹었습니다~
후라이드참잘하는집-서강대점,5,5,2023년 2월 2일," ★ 5 배달 ★ 5
핫간장치킨（무＋소스＋콜라）/1",st,닭가슴살인지도 모르고 먹었어요 매콤한 간장 넘 맛있음
후라이드참잘하는집-서강대점,5,5,2023년 1월 31일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023년 1월 30일," ★ 5 배달 ★ 5
순살 후라이드/1",hi,이번엔 순살로 시켜봤어요 양도 많고 먹기 편해서 좋습니다^^ 배달도 진짜 빨라요
후라이드참잘하는집-서강대점,5,5,2023년 1월 30일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋킹트리플반）/1(콜라1.25L로변경(콜라1.25L로변경))",se,후라이드 진짜 잘하네요~
후라이드참잘하는집-서강대점,5,5,2023년 1월 28일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드),추가 선택(치즈볼 4개),추가 선택(치즈머스타드소스))",po,맛있게 잘 먹었습니다~!
후라이드참잘하는집-서강대점,5,5,2023년 1월 28일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",pi,존맛탱!!!!!!
후라이드참잘하는집-서강대점,5,5,2023년 1월 28일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1(추가 선택(감자튀김))",dl,음~~~~~~~ 굿:)
후라이드참잘하는집-서강대점,5,5,2023년 1월 27일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1(추가 선택(치즈머스타드소스))",do,원래 귀찮아서 리뷰 안 쓰는데 여기 후라이드 쮼내 맛있네여 3번 시켜먹고 이제야 쓰네요 ㅎ검증 완료 됐습니다 사장님 항상 감사합니다
후라이드참잘하는집-서강대점,5,5,2023년 1월 27일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",ui,완전 바삭바삭하고 넘 맛있어요
후라이드참잘하는집-서강대점,5,5,2023년 1월 27일," ★ 5 배달 ★ 5
순살 후라이드/1(콜라1.25L로변경(콜라1.25L로변경))",nn,배달도 빠르고 그대로 맛있어요
후라이드참잘하는집-서강대점,5,5,2023년 1월 25일," ★ 5 배달 ★ 5
순살반반치킨 （후라이드반＋핫토스반） （무＋소스＋콜라）/1",11,맛있게 잘 먹었습니다:)
후라이드참잘하는집-서강대점,5,5,2023년 1월 25일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",bd,항상 후라이드는 후참잘에서 먹어요! 잘먹었습니다!
후라이드참잘하는집-서강대점,5,5,2023년 1월 25일," ★ 5 배달 ★ 5
	",kk,"
반반치킨（후라이드반＋양념반）/1"
후라이드참잘하는집-서강대점,5,5,2023년 1월 25일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1(추가 선택(치즈볼 4개))",tj,맛있게 잘먹었습니다
후라이드참잘하는집-서강대점,5,5,2023년 1월 24일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023년 1월 24일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드),추가 선택(와사비마요))",yu,저번에 다른 지점에서 시켜먹었는데 역시 서강대점이 제일 맛있음 ㅜㅜ 최고에요 정말
후라이드참잘하는집-서강대점,5,5,2023년 1월 24일," ★ 5 배달 ★ 5
순살 두마리 세트/1(순살치킨 선택1(간장),순살치킨 선택2(",wo,배달 빠르고 좋아요.
후라이드참잘하는집-서강대점,5,5,2023년 1월 24일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1(사이드메뉴(미니핫도그 4개),추가 선택(크리밍킹소스),추가 선택(치즈킹소스)),생맥주 1000cc/1",ju,바삭비삭하고 맛있어요
후라이드참잘하는집-서강대점,5,5,2023년 1월 24일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",ac,오랜만에 맛있는 치킨 잘먹었습니다 배불러서 오늘 잠 다 잤네요 ㅠㅠ
후라이드참잘하는집-서강대점,5,5,2023년 1월 23일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(간장치킨))",ss,역시 후참 배달 빠르고 따뜻하고 맛있어요!!
후라이드참잘하는집-서강대점,5,5,2023년 1월 23일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",sh,큰 조각으로 튀기니까 진짜 촉촉한 것 같아요 맛있게 먹었습니다
후라이드참잘하는집-서강대점,5,5,2023년 1월 23일," ★ 5 배달 ★ 5
반반치킨 （후라이드＋핫토스）（무＋소스＋콜라）/1",st,반반 주문했는데 후라이드와 핫토스 치킨 두가지 다 맛있었어요
후라이드참잘하는집-서강대점,5,5,2023년 1월 20일," ★ 5 배달 ★ 5
반마리（뼈）/1(반마리 메뉴 선택(",kk,맛있게 잘 먹었습니다~~😊😆
후라이드참잘하는집-서강대점,5,5,2023년 1월 20일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",dl,진짜 제가 좋아하는 염지 적당하고 느끼함이 덜한 치킨
후라이드참잘하는집-서강대점,5,5,2023년 1월 18일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",ks,후라이드가 진짜 맛있네요^^
후라이드참잘하는집-서강대점,5,5,2023년 1월 18일," ★ 5 배달 ★ 5
반마리（뼈）/1(반마리 메뉴 선택(후라이드),추가 선택(치즈킹소스))",le,항상 맛있어요. 감사합니다
후라이드참잘하는집-서강대점,5,5,2023년 1월 18일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023년 1월 18일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023년 1월 17일," ★ 5 배달 ★ 5
순살반반치킨（후라이드반＋간장반）（무＋소스＋콜라）/1,핫토스 감자튀김/1,소떡소떡/1(맛선택(",st,정말 맛있어요!!!!
후라이드참잘하는집-서강대점,5,3,2023년 1월 17일," ★ 3 배달 ★ 5
반마리（뼈）/1(반마리 메뉴 선택(후라이드))",ee,하... 이러시면 혼란해 혼란해..! 저 원래 튀김옷 별로 안 좋아하는데 후참잘로만 후라이드 먹어요. 어질어질@@ 이것 때문에 배달앱 깔았잖아요!! +머스타드소스도 더 주셔서 감사합니다.
후라이드참잘하는집-서강대점,5,5,2023년 1월 16일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",dl,맛있게 잘 먹었습니다:)
후라이드참잘하는집-서강대점,5,5,2023년 1월 15일," ★ 5 배달 ★ 5
",eh,"서강대점 평점이 4.8? 이건 못참지~ 5점으로 혼내드립니다~ 최고의 바삭함, 안에는 촉촉한 살까지 튀김옷이 덜 튀겨지거나 속이 너무 딱딱해질 수 있는데 완벽하게 튀겨내십니다. 거기에 양념치킨의 필수인 바닥에 양념 듬뿍까지 완벽. 후참 최고의 지점, 나아가 치킨집 최고의 지점 중 하나입니다."
후라이드참잘하는집-서강대점,5,5,2023년 1월 15일," ★ 5 배달 ★ 5
순살반반치킨（후라이드반＋간장반）（무＋소스＋콜라）/1",93,후라이드 생각날 땐 무조건 후라이드 참 잘하는 집. 배달도 생각보다 빠르고 따끈하게 잘 옵니다. 양은 주변에 말할 정도로 늘 푸짐해요. 새해 복 많이 받으세요.
후라이드참잘하는집-서강대점,5,5,2023년 1월 14일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",ji,양도 많고 맛있어요!! 배달도 빠릅니다.
후라이드참잘하는집-서강대점,3,4,2023년 1월 14일," ★ 4 배달 ★ 4
반반치킨（후라이드반＋",ch,후라이드반마리가 네조각인데 조각크기가 넘 커요 맛은 무난해요
후라이드참잘하는집-서강대점,5,5,2023년 1월 14일," ★ 5 배달 ★ 5
핫간장치킨（무＋소스＋콜라）/1",ni,맛있게 잘 먹었습니다 ㅎㅎ 담에 또 주문할께요
후라이드참잘하는집-서강대점,5,5,2023년 1월 13일," ★ 5 배달 ★ 5
순살 ",ge,가성비 갓의 순살 양념치킨! 2번째 먹는중
후라이드참잘하는집-서강대점,5,5,2023년 1월 13일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",kk,항상 맛있게 잘 먹고 있습니다아~~~👏
후라이드참잘하는집-서강대점,2,3,2023년 1월 13일," ★ 3 배달 ★ 2
후라이드（무＋소스＋콜라）/1,순살 두마리 세트/1(순살치킨 선택1(후라이드),순살치킨 선택2(매운",go,잘 먹었습니다. 날씨 때문에 열기가 있는 음식들은 비닐봉지에 물이 생겨서 종이박스가 눅눅해져요
후라이드참잘하는집-서강대점,2,5,2023년 1월 13일," ★ 5 배달 ★ 5
순살반반치킨（후라이드반＋",ch,치킨은 이상한맛났는데…
후라이드참잘하는집-서강대점,5,5,2023년 1월 10일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드),추가 선택(치즈머스타드소스)),생맥주 1000cc/2",id,언제 먹어도 감동입니다. 배달도 되게 빨랐어요. 근데 기본으로 주시는 머스터드 소스는 추가로 판매하지는 않나요? 이 소스 참 좋아하는데 메뉴에는 없더라고요.ㅎㅎ 어쨌든 맛있게 마지막 조각까지 잘 먹을게요.
후라이드참잘하는집-서강대점,5,5,2023년 1월 10일," ★ 5 배달 ★ 5
순살 후라이드/1(콜라1.25L로변경(콜라1.25L로변경)),순살 ",jo,잘먹었습니다.
후라이드참잘하는집-서강대점,5,5,2023년 1월 10일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",pa,새해 포장 넘 귀여워요! 잘 먹었습니다:)
후라이드참잘하는집-서강대점,5,5,2023년 1월 9일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋간장반）（무＋소스＋콜라）/1",oa,생각보다 빨리 와서 따뜻할때 먹었네요
후라이드참잘하는집-서강대점,5,5,2023년 1월 9일," ★ 5 배달 ★ 5
순살 후라이드/1(추가 선택(",mw,넘 맛있어요 먹느라 사진찍을 생각도 못했네요
후라이드참잘하는집-서강대점,5,5,2023년 1월 6일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",eh,전통치킨 맛 장 먹었습니다~
후라이드참잘하는집-서강대점,5,5,2023년 1월 5일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1(추가 선택(무 추가),추가 선택(와사비마요),추가 선택(마늘간장))",si,후라이드 맛집 인정..굿굿
후라이드참잘하는집-서강대점,5,5,2023년 1월 5일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(핫간장치킨)),소떡소떡/1(맛선택(",le,너무 맛있었습니다. 감사합니다
후라이드참잘하는집-서강대점,5,5,2023년 1월 5일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",23,맛있게 잘 멋었어요
후라이드참잘하는집-서강대점,5,5,2023년 1월 4일," ★ 5 배달 ★ 5
눈꽃치즈치킨（무＋소스＋콜라）/1",ko,맵단짠의 환상적인 조합이에요 ♡
후라이드참잘하는집-서강대점,5,5,2023년 1월 4일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",hu,치킨하면 후라이드죠^^ 너무 맛있어서 감동♡
후라이드참잘하는집-서강대점,5,5,2023년 1월 4일," ★ 5 배달 ★ 5
세트4（후라이드＋",qw,맛이 아주 좋아요요
후라이드참잘하는집-서강대점,5,5,2023년 1월 4일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",ni,맛있게 잘 먹었습니다 ㅎㅎ 항상 맛있어요 ^
후라이드참잘하는집-서강대점,5,5,2023년 1월 2일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",st,겉이 매우 바삭해요 오랜만에 넘 잘먹었습니다.
후라이드참잘하는집-서강대점,5,5,2023년 1월 2일," ★ 5 배달 ★ 5
순살반반치킨（후라이드반＋",zl,"후참 가격도 괜찮고, 양도 많고, 맛도 있고!! 치킨은 항상 여기서 시켜먹고 싶어졌어요! 맛있게 잘먹었습니다!"
후라이드참잘하는집-서강대점,5,5,2023년 1월 1일," ★ 5 배달 ★ 5
반마리（뼈）/1(반마리 메뉴 선택(핫간장치킨))",ni,맛있게 잘 먹었습니다 ㅎㅎ 담에 또 주문할께요
후라이드참잘하는집-서강대점,4,5,2022년 12월 31일," ★ 5 배달 ★ 5
순살 후라이드/1",ch,양이 많고 맛있었어용 !!!
후라이드참잘하는집-서강대점,5,5,2022년 12월 31일," ★ 5 배달 ★ 5
순살 후라이드/1",ba,후라이드 맛있다고 여기서 자주 시켜먹어요.
후라이드참잘하는집-서강대점,5,5,2022년 12월 31일," ★ 5 배달 ★ 5
순살반반치킨（후라이드반＋",kc,존맛탱입니다. 배달도 빨라영
후라이드참잘하는집-서강대점,5,5,2022년 12월 31일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",hu,맛있어요!! 신경써주셔서 감사해요
후라이드참잘하는집-서강대점,4,5,2022년 12월 30일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드),추가 선택(치즈볼 4개),추가 선택(마늘간장))",ch,맛과 양이 좋습니다
후라이드참잘하는집-서강대점,5,5,2022년 12월 29일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",mi,가격대비 최고의 치킨입니다 잘먹었습니다^^
후라이드참잘하는집-서강대점,5,5,2022년 12월 29일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋매운",ns,엄마랑 잘 먹었어요~
후라이드참잘하는집-서강대점,5,5,2022년 12월 28일," ★ 5 배달 ★ 5
후라이드（무＋소스＋콜라）/1",ru,감동
후라이드참잘하는집-서강대점,3,3,2022년 12월 27일," ★ 3 배달 ★ 4
순살반반치킨（후라이드반＋간장반）（무＋소스＋콜라）/1",k0,순살을 시켰는데 목부분이 나온거 빼곤 괜찮네요 순살인줄알고 씹었다가 놀랐습니다
후라이드참잘하는집-서강대점,5,5,2022년 12월 27일," ★ 5 배달 ★ 5
반마리（뼈）/1(반마리 메뉴 선택(",kk,맛있게 잘 먹었습니다~~
후라이드참잘하는집-서강대점,5,5,2022년 12월 26일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드),추가 선택(",ss,분명 반마리 순살 시켰는데 한마리가 온 거 같은 건 기분 탓이겠죠? 그만큼 양 정말 많아요!! 치킨 바삭하고 따뜻하고 맛있게 잘 먹었습니다!!
후라이드참잘하는집-서강대점,5,5,2022년 12월 22일," ★ 5 배달 ★ 5
순살반반치킨（후라이드반＋간장반）（무＋소스＋콜라）/1(추가 선택(",ch,배달도 빠르고 맛있어요!
후라이드참잘하는집-서강대점,5,5,2022년 12월 22일," ★ 5 배달 ★ 4
후라이드（무＋소스＋콜라）/1(추가 선택(치즈킹소스))",ru,치즈소스가 안왔어요..인데 치킨이 뒤지게 맛있어서 맛있게 먹었습니다 다음에 요청사항에 적을게요 보내주세요
후라이드참잘하는집-서강대점,4,4,2022년 12월 21일," ★ 4 배달 ★ 5
반반치킨（",ic,맛있움! 치킨 생각날 때 싸게 먹을 수 있어서 좋음
후라이드참잘하는집-서강대점,5,5,2022년 12월 21일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",hu,후라이드 생각나면 무조건 요기로 주문해요! 맛있어요
후라이드참잘하는집-서강대점,5,5,2022년 12월 18일," ★ 5 배달 ★ 5
반마리（순살）/1(콜라1.25L로변경(콜라1.25L로변경),반마리 메뉴 선택(후라이드),추가 선택(눈꽃치즈감자))",dn,진심 개맛있음 미쳤다
후라이드참잘하는집-서강대점,5,5,2022년 12월 18일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",jo,오랜만에 시켜봣는데 이전보다 더 맛있네요 ~
후라이드참잘하는집-서강대점,5,5,2022년 12월 18일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(핫간장치킨))",rl,요청 잘 들어주시구 맛나게 잘 먹엇어야
후라이드참잘하는집-서강대점,5,5,2022년 12월 16일," ★ 5 배달 ★ 5
	",le,"
순살 후라이드/1,반반치킨（양념반＋간장반）/1(콜라1.25L로변경(콜라1.25L로변경))"
후라이드참잘하는집-서강대점,5,5,2022년 12월 13일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(눈꽃치즈치킨))",yu,반마리인데 양 진짜 많아요! 잘 먹었습니다!
후라이드참잘하는집-서강대점,5,5,2022년 12월 10일," ★ 5 배달 ★ 5
	",ki,"
순살반반치킨（후라이드반＋양념반）/1(추가 선택(감자튀김))"
후라이드참잘하는집-서강대점,5,5,2022년 12월 10일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(핫간장치킨),추가 선택(치즈볼 4개))",ma,맛있어요 잘 먹었습니다
후라이드참잘하는집-서강대점,5,5,2022년 12월 9일," ★ 5 배달 ★ 5
반마리（뼈）/1(반마리 메뉴 선택(후라이드))",re,맛있습니다
후라이드참잘하는집-서강대점,4,4,2022년 12월 7일," ★ 4 배달 ★ 4
세트1（후라이드＋감자튀김＋콜라1.25L）/1",go,잘 먹었습니다. 시간이 걸려서 열기때문에 봉투안에 물이 생겨서 상자들이 눅눅하긴 했지만 맛있었어요.
후라이드참잘하는집-서강대점,5,5,2022년 12월 6일," ★ 5 배달 ★ 5
순살 후라이드/1(추가 선택(무 추가),추가 선택(와사비마요)),와사비마요/1",yu,너무너무너무 맛있어요 와사비마요소스 최공 후참잘 최공 !!!!!!
후라이드참잘하는집-서강대점,5,5,2022년 12월 6일," ★ 5 배달 ★ 5
순살반반치킨 （간장반＋허니버터반） （무＋소스＋콜라）/1(추가 선택(크리밍킹소스),추가 선택(와사비마요))",6_,맛있게 잘 먹었습니다. 양 엄청나네요👍
후라이드참잘하는집-서강대점,5,5,2022년 12월 2일," ★ 5 배달 ★ 5
반마리（뼈）/1(반마리 메뉴 선택(후라이드))",da,이름그대로 후라이드 정말 잘하는 집 여기 알게되고 나서부터 후라이드는 여기서만 시켜요. 순살도 맛있긴 한데 뼈가 더더 맛있어요
후라이드참잘하는집-서강대점,5,5,2022년 12월 1일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",hu,후라이드 너무 맛있어요 치킨 생각날때마다 주문할께요!!
후라이드참잘하는집-서강대점,5,5,2022년 12월 1일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(",rl,잘 먹엇어용 굳굳굳
후라이드참잘하는집-서강대점,5,5,2022년 12월 1일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋간장반）（무＋소스＋콜라）/1(추가 선택(치즈볼 4개))",am,사진은 거지같이 찍었지만 존맛이에여. 배달도 15분만에 옴!!
후라이드참잘하는집-서강대점,5,5,2022년 11월 29일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(",kk,항상 맛있게 잘 먹고 있습니다~😆
후라이드참잘하는집-서강대점,5,5,2022년 11월 27일," ★ 5 배달 ★ 5
반마리（뼈）/1(반마리 메뉴 선택(핫간장치킨))",ni,맛있게 잘 먹었습니다 ㅎㅎ
후라이드참잘하는집-서강대점,5,5,2022년 11월 27일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",mo,후라이드가 너무 땡겼을때 딱 대만족스러웠습니다
후라이드참잘하는집-서강대점,5,5,2022년 11월 27일," ★ 5 배달 ★ 5
순살반반치킨（후라이드반＋간장반）（무＋소스＋콜라）/1",93,갑자기 후라이드가 너무 먹고싶었는데 바로 떠오른 후참잘! 간장은 첨인데 맛있네요. 예상보다 빨리왔고 따끈하게 잘 먹었습니다.
후라이드참잘하는집-서강대점,5,5,2022년 11월 25일," ★ 5 배달 ★ 5
순살반반치킨 （후라이드반＋눈꽃치즈반） （무＋소스＋콜라）/1",6_,양 많아요! 맛있게 잘 먹었습니다 감사합니다.
후라이드참잘하는집-서강대점,5,5,2022년 11월 24일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드))",ki,@@@@@@@&@@@
후라이드참잘하는집-서강대점,5,5,2022년 11월 23일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드),추가 선택(무 추가),추가 선택(와사비마요))",yu,리뷰 연속으로 두개 쓰고 갑니다 .. 왜냐면 저는 주 2-3회 시켜먹으니까요 .. ㅎ
후라이드참잘하는집-서강대점,5,5,2022년 11월 23일," ★ 5 배달 ★ 5
반마리（순살）/1(반마리 메뉴 선택(후라이드),추가 선택(무 추가),추가 선택(와사비마요)),와사비마요/1",yu,제가 너무 자주시키져 ..? 너무 맛있어요 ..
후라이드참잘하는집-서강대점,5,5,2022년 11월 23일," ★ 5 배달 ★ 5
반반치킨（후라이드반＋",wj,치킨은 역시 후참잘... 육즙이 살아있고 바삭바삭 너무 좋아요.!!
후라이드참잘하는집-서강대점,5,5,2022년 11월 23일," ★ 5 배달 ★ 5
	",eu,"
순살반반치킨 （후라이드반＋킹트리플반）/1(추가 선택(감자튀김))"
후라이드참잘하는집-서강대점,5,5,2022년 11월 21일," ★ 5 배달 ★ 5
반반치킨 （후라이드＋눈꽃치즈）/1",sj,갓성비의 끝판왕같어용
후라이드참잘하는집-서강대점,5,4,2022년 11월 19일," ★ 4 배달 ★ 5
반반치킨（후라이드반＋매운",ma,알ㅇ이막 가이눔막 약긴익 태뱅닏능
후라이드참잘하는집-서강대점,5,5,2022년 11월 18일," ★ 5 배달 ★ 5
세트6（후라이드＋눈꽃치즈치킨＋콜라1.25L）/1",ko,기본자체가 엄청 맵네요!
